"","Cause","State","Year","Deaths","Population","Crude.Rate","Nat_Pop","Nat_Mort","Nat_M_Rate","Comp_Rate","Comp_Cat"
"7844","Perinatal","NV",2003,91,2248850,4,290107933,2448007,8.44,0,"x<=1"
"7845","Perinatal","NV",2004,110,2346222,4.7,292805298,2397325,8.19,1,"x<=1"
"7846","Perinatal","NV",2005,87,2432143,3.6,295516599,2447782,8.28,0,"x<=1"
"7847","Perinatal","NV",2006,120,2522658,4.8,298379912,2425990,8.13,1,"x<=1"
"7848","Perinatal","NV",2007,119,2601072,4.6,301231207,2423460,8.05,1,"x<=1"
"7849","Perinatal","NV",2008,94,2653630,3.5,304093966,2471723,8.13,0,"x<=1"
"7850","Perinatal","NV",2009,104,2684665,3.9,306771529,2436924,7.94,0,"x<=1"
"7851","Perinatal","NV",2010,76,2700551,2.8,308745538,2468186,7.99,0,"x<=1"
"7852","Perinatal","NH",1999,51,1222014,4.2,279040168,2391143,8.57,0,"x<=1"
"7853","Perinatal","NH",2000,42,1235786,3.4,281421906,2403035,8.54,0,"x<=1"
"7854","Perinatal","NH",2001,29,1255517,2.3,284968955,2416093,8.48,0,"x<=1"
"7855","Perinatal","NH",2002,36,1269089,2.8,287625193,2443141,8.49,0,"x<=1"
"7856","Perinatal","NH",2003,27,1279840,2.1,290107933,2448007,8.44,0,"x<=1"
"7857","Perinatal","NH",2004,45,1290121,3.5,292805298,2397325,8.19,0,"x<=1"
"7858","Perinatal","NH",2005,47,1298492,3.6,295516599,2447782,8.28,0,"x<=1"
"7859","Perinatal","NH",2006,40,1308389,3.1,298379912,2425990,8.13,0,"x<=1"
"7860","Perinatal","NH",2007,33,1312540,2.5,301231207,2423460,8.05,0,"x<=1"
"7861","Perinatal","NH",2008,30,1315906,2.3,304093966,2471723,8.13,0,"x<=1"
"7862","Perinatal","NH",2009,40,1316102,3,306771529,2436924,7.94,0,"x<=1"
"7863","Perinatal","NH",2010,21,1316470,1.6,308745538,2468186,7.99,0,"x<=1"
"7864","Perinatal","NJ",1999,467,8359592,5.6,279040168,2391143,8.57,1,"x<=1"
"7865","Perinatal","NJ",2000,381,8414350,4.5,281421906,2403035,8.54,1,"x<=1"
"7866","Perinatal","NJ",2001,400,8492671,4.7,284968955,2416093,8.48,1,"x<=1"
"7867","Perinatal","NJ",2002,387,8552643,4.5,287625193,2443141,8.49,1,"x<=1"
"7868","Perinatal","NJ",2003,378,8601402,4.4,290107933,2448007,8.44,1,"x<=1"
"7869","Perinatal","NJ",2004,385,8634561,4.5,292805298,2397325,8.19,1,"x<=1"
"7870","Perinatal","NJ",2005,331,8651974,3.8,295516599,2447782,8.28,0,"x<=1"
"7871","Perinatal","NJ",2006,373,8661679,4.3,298379912,2425990,8.13,1,"x<=1"
"7872","Perinatal","NJ",2007,334,8677885,3.8,301231207,2423460,8.05,0,"x<=1"
"7873","Perinatal","NJ",2008,320,8711090,3.7,304093966,2471723,8.13,0,"x<=1"
"7874","Perinatal","NJ",2009,328,8755602,3.7,306771529,2436924,7.94,0,"x<=1"
"7875","Perinatal","NJ",2010,308,8791894,3.5,308745538,2468186,7.99,0,"x<=1"
"7876","Perinatal","NM",1999,81,1808082,4.5,279040168,2391143,8.57,1,"x<=1"
"7877","Perinatal","NM",2000,81,1819046,4.5,281421906,2403035,8.54,1,"x<=1"
"7878","Perinatal","NM",2001,67,1831690,3.7,284968955,2416093,8.48,0,"x<=1"
"7879","Perinatal","NM",2002,74,1855309,4,287625193,2443141,8.49,0,"x<=1"
"7880","Perinatal","NM",2003,67,1877574,3.6,290107933,2448007,8.44,0,"x<=1"
"7881","Perinatal","NM",2004,77,1903808,4,292805298,2397325,8.19,0,"x<=1"
"7882","Perinatal","NM",2005,81,1932274,4.2,295516599,2447782,8.28,1,"x<=1"
"7883","Perinatal","NM",2006,74,1962137,3.8,298379912,2425990,8.13,0,"x<=1"
"7884","Perinatal","NM",2007,83,1990070,4.2,301231207,2423460,8.05,1,"x<=1"
"7885","Perinatal","NM",2008,85,2010662,4.2,304093966,2471723,8.13,1,"x<=1"
"7886","Perinatal","NM",2009,62,2036802,3,306771529,2436924,7.94,0,"x<=1"
"7887","Perinatal","NM",2010,63,2059179,3.1,308745538,2468186,7.99,0,"x<=1"
"7888","Perinatal","NY",1999,904,18882725,4.8,279040168,2391143,8.57,1,"x<=1"
"7889","Perinatal","NY",2000,931,18976457,4.9,281421906,2403035,8.54,1,"x<=1"
"7890","Perinatal","NY",2001,824,19082838,4.3,284968955,2416093,8.48,1,"x<=1"
"7891","Perinatal","NY",2002,878,19137800,4.6,287625193,2443141,8.49,1,"x<=1"
"7892","Perinatal","NY",2003,873,19175939,4.6,290107933,2448007,8.44,1,"x<=1"
"7893","Perinatal","NY",2004,864,19171567,4.5,292805298,2397325,8.19,1,"x<=1"
"7894","Perinatal","NY",2005,796,19132610,4.2,295516599,2447782,8.28,1,"x<=1"
"7895","Perinatal","NY",2006,797,19104631,4.2,298379912,2425990,8.13,1,"x<=1"
"7896","Perinatal","NY",2007,778,19132335,4.1,301231207,2423460,8.05,1,"x<=1"
"7897","Perinatal","NY",2008,734,19212436,3.8,304093966,2471723,8.13,0,"x<=1"
"7898","Perinatal","NY",2009,750,19307066,3.9,306771529,2436924,7.94,0,"x<=1"
"7899","Perinatal","NY",2010,711,19378102,3.7,308745538,2468186,7.99,0,"x<=1"
"7900","Perinatal","NC",1999,584,7949361,7.3,279040168,2391143,8.57,1,"x<=1"
"7901","Perinatal","NC",2000,605,8049313,7.5,281421906,2403035,8.54,1,"x<=1"
"7902","Perinatal","NC",2001,558,8210122,6.8,284968955,2416093,8.48,1,"x<=1"
"7903","Perinatal","NC",2002,533,8326201,6.4,287625193,2443141,8.49,1,"x<=1"
"7904","Perinatal","NC",2003,527,8422501,6.3,290107933,2448007,8.44,1,"x<=1"
"7905","Perinatal","NC",2004,577,8553152,6.7,292805298,2397325,8.19,1,"x<=1"
"7906","Perinatal","NC",2005,588,8705407,6.8,295516599,2447782,8.28,1,"x<=1"
"7907","Perinatal","NC",2006,562,8917270,6.3,298379912,2425990,8.13,1,"x<=1"
"7908","Perinatal","NC",2007,581,9118037,6.4,301231207,2423460,8.05,1,"x<=1"
"7909","Perinatal","NC",2008,533,9309449,5.7,304093966,2471723,8.13,1,"x<=1"
"7910","Perinatal","NC",2009,533,9449566,5.6,306771529,2436924,7.94,1,"x<=1"
"7911","Perinatal","NC",2010,446,9535483,4.7,308745538,2468186,7.99,1,"x<=1"
"7912","Perinatal","ND",1999,21,644259,3.3,279040168,2391143,8.57,0,"x<=1"
"7913","Perinatal","ND",2000,24,642200,3.7,281421906,2403035,8.54,0,"x<=1"
"7914","Perinatal","ND",2001,24,639062,3.8,284968955,2416093,8.48,0,"x<=1"
"7915","Perinatal","ND",2002,21,638168,3.3,287625193,2443141,8.49,0,"x<=1"
"7916","Perinatal","ND",2003,32,638817,5,290107933,2448007,8.44,1,"x<=1"
"7917","Perinatal","ND",2004,28,644705,4.3,292805298,2397325,8.19,1,"x<=1"
"7918","Perinatal","ND",2005,25,646089,3.9,295516599,2447782,8.28,0,"x<=1"
"7919","Perinatal","ND",2006,20,649422,3.1,298379912,2425990,8.13,0,"x<=1"
"7920","Perinatal","ND",2007,31,652822,4.7,301231207,2423460,8.05,1,"x<=1"
"7921","Perinatal","ND",2008,27,657569,4.1,304093966,2471723,8.13,1,"x<=1"
"7922","Perinatal","ND",2009,17,664968,2.6,306771529,2436924,7.94,0,"x<=1"
"7923","Perinatal","ND",2010,25,672591,3.7,308745538,2468186,7.99,0,"x<=1"
"7924","Perinatal","OH",1999,659,11335454,5.8,279040168,2391143,8.57,1,"x<=1"
"7925","Perinatal","OH",2000,609,11353140,5.4,281421906,2403035,8.54,1,"x<=1"
"7926","Perinatal","OH",2001,591,11387404,5.2,284968955,2416093,8.48,1,"x<=1"
"7927","Perinatal","OH",2002,608,11407889,5.3,287625193,2443141,8.49,1,"x<=1"
"7928","Perinatal","OH",2003,585,11434788,5.1,290107933,2448007,8.44,1,"x<=1"
"7929","Perinatal","OH",2004,573,11452251,5,292805298,2397325,8.19,1,"x<=1"
"7930","Perinatal","OH",2005,638,11463320,5.6,295516599,2447782,8.28,1,"x<=1"
"7931","Perinatal","OH",2006,585,11481213,5.1,298379912,2425990,8.13,1,"x<=1"
"7932","Perinatal","OH",2007,590,11500468,5.1,301231207,2423460,8.05,1,"x<=1"
"7933","Perinatal","OH",2008,587,11515391,5.1,304093966,2471723,8.13,1,"x<=1"
"7934","Perinatal","OH",2009,554,11528896,4.8,306771529,2436924,7.94,1,"x<=1"
"7935","Perinatal","OH",2010,535,11536504,4.6,308745538,2468186,7.99,1,"x<=1"
"7936","Perinatal","OK",1999,174,3437147,5.1,279040168,2391143,8.57,1,"x<=1"
"7937","Perinatal","OK",2000,180,3450654,5.2,281421906,2403035,8.54,1,"x<=1"
"7938","Perinatal","OK",2001,154,3467100,4.4,284968955,2416093,8.48,1,"x<=1"
"7939","Perinatal","OK",2002,168,3489080,4.8,287625193,2443141,8.49,1,"x<=1"
"7940","Perinatal","OK",2003,147,3504892,4.2,290107933,2448007,8.44,0,"x<=1"
"7941","Perinatal","OK",2004,166,3525233,4.7,292805298,2397325,8.19,1,"x<=1"
"7942","Perinatal","OK",2005,185,3548597,5.2,295516599,2447782,8.28,1,"x<=1"
"7943","Perinatal","OK",2006,174,3594090,4.8,298379912,2425990,8.13,1,"x<=1"
"7944","Perinatal","OK",2007,196,3634349,5.4,301231207,2423460,8.05,1,"x<=1"
"7945","Perinatal","OK",2008,175,3668976,4.8,304093966,2471723,8.13,1,"x<=1"
"7946","Perinatal","OK",2009,174,3717572,4.7,306771529,2436924,7.94,1,"x<=1"
"7947","Perinatal","OK",2010,144,3751351,3.8,308745538,2468186,7.99,0,"x<=1"
"7948","Perinatal","OR",1999,121,3393941,3.6,279040168,2391143,8.57,0,"x<=1"
"7949","Perinatal","OR",2000,104,3421399,3,281421906,2403035,8.54,0,"x<=1"
"7950","Perinatal","OR",2001,110,3467937,3.2,284968955,2416093,8.48,0,"x<=1"
"7951","Perinatal","OR",2002,118,3513424,3.4,287625193,2443141,8.49,0,"x<=1"
"7952","Perinatal","OR",2003,114,3547376,3.2,290107933,2448007,8.44,0,"x<=1"
"7953","Perinatal","OR",2004,107,3569463,3,292805298,2397325,8.19,0,"x<=1"
"7954","Perinatal","OR",2005,136,3613202,3.8,295516599,2447782,8.28,0,"x<=1"
"7955","Perinatal","OR",2006,120,3670883,3.3,298379912,2425990,8.13,0,"x<=1"
"7956","Perinatal","OR",2007,139,3722417,3.7,301231207,2423460,8.05,0,"x<=1"
"7957","Perinatal","OR",2008,119,3768748,3.2,304093966,2471723,8.13,0,"x<=1"
"7958","Perinatal","OR",2009,111,3808600,2.9,306771529,2436924,7.94,0,"x<=1"
"7959","Perinatal","OR",2010,106,3831074,2.8,308745538,2468186,7.99,0,"x<=1"
"7960","Perinatal","PA",1999,586,12263805,4.8,279040168,2391143,8.57,1,"x<=1"
"7961","Perinatal","PA",2000,562,12281054,4.6,281421906,2403035,8.54,1,"x<=1"
"7962","Perinatal","PA",2001,558,12298970,4.5,284968955,2416093,8.48,1,"x<=1"
"7963","Perinatal","PA",2002,650,12331031,5.3,287625193,2443141,8.49,1,"x<=1"
"7964","Perinatal","PA",2003,641,12374658,5.2,290107933,2448007,8.44,1,"x<=1"
"7965","Perinatal","PA",2004,581,12410722,4.7,292805298,2397325,8.19,1,"x<=1"
"7966","Perinatal","PA",2005,602,12449990,4.8,295516599,2447782,8.28,1,"x<=1"
"7967","Perinatal","PA",2006,646,12510809,5.2,298379912,2425990,8.13,1,"x<=1"
"7968","Perinatal","PA",2007,632,12563937,5,301231207,2423460,8.05,1,"x<=1"
"7969","Perinatal","PA",2008,620,12612285,4.9,304093966,2471723,8.13,1,"x<=1"
"7970","Perinatal","PA",2009,576,12666858,4.5,306771529,2436924,7.94,1,"x<=1"
"7971","Perinatal","PA",2010,564,12702379,4.4,308745538,2468186,7.99,1,"x<=1"
"7972","Perinatal","RI",1999,41,1040402,3.9,279040168,2391143,8.57,0,"x<=1"
"7973","Perinatal","RI",2000,54,1048319,5.2,281421906,2403035,8.54,1,"x<=1"
"7974","Perinatal","RI",2001,57,1057142,5.4,284968955,2416093,8.48,1,"x<=1"
"7975","Perinatal","RI",2002,49,1065995,4.6,287625193,2443141,8.49,1,"x<=1"
"7976","Perinatal","RI",2003,57,1071342,5.3,290107933,2448007,8.44,1,"x<=1"
"7977","Perinatal","RI",2004,40,1074579,3.7,292805298,2397325,8.19,0,"x<=1"
"7978","Perinatal","RI",2005,50,1067916,4.7,295516599,2447782,8.28,1,"x<=1"
"7979","Perinatal","RI",2006,50,1063096,4.7,298379912,2425990,8.13,1,"x<=1"
"7980","Perinatal","RI",2007,56,1057315,5.3,301231207,2423460,8.05,1,"x<=1"
"7981","Perinatal","RI",2008,47,1055003,4.5,304093966,2471723,8.13,1,"x<=1"
"7982","Perinatal","RI",2009,42,1053646,4,306771529,2436924,7.94,1,"x<=1"
"7983","Perinatal","RI",2010,45,1052567,4.3,308745538,2468186,7.99,1,"x<=1"
"7984","Perinatal","SC",1999,319,3974682,8,279040168,2391143,8.57,1,"x<=1"
"7985","Perinatal","SC",2000,269,4012012,6.7,281421906,2403035,8.54,1,"x<=1"
"7986","Perinatal","SC",2001,269,4064995,6.6,284968955,2416093,8.48,1,"x<=1"
"7987","Perinatal","SC",2002,282,4107795,6.9,287625193,2443141,8.49,1,"x<=1"
"7988","Perinatal","SC",2003,269,4150297,6.5,290107933,2448007,8.44,1,"x<=1"
"7989","Perinatal","SC",2004,284,4210921,6.7,292805298,2397325,8.19,1,"x<=1"
"7990","Perinatal","SC",2005,291,4270150,6.8,295516599,2447782,8.28,1,"x<=1"
"7991","Perinatal","SC",2006,265,4357847,6.1,298379912,2425990,8.13,1,"x<=1"
"7992","Perinatal","SC",2007,283,4444110,6.4,301231207,2423460,8.05,1,"x<=1"
"7993","Perinatal","SC",2008,241,4528996,5.3,304093966,2471723,8.13,1,"x<=1"
"7994","Perinatal","SC",2009,209,4589872,4.6,306771529,2436924,7.94,1,"x<=1"
"7995","Perinatal","SC",2010,188,4625364,4.1,308745538,2468186,7.99,1,"x<=1"
"7996","Perinatal","SD",1999,34,750412,4.5,279040168,2391143,8.57,1,"x<=1"
"7997","Perinatal","SD",2000,22,754844,2.9,281421906,2403035,8.54,0,"x<=1"
"7998","Perinatal","SD",2001,27,757972,3.6,284968955,2416093,8.48,0,"x<=1"
"7999","Perinatal","SD",2002,23,760020,3,287625193,2443141,8.49,0,"x<=1"
"8000","Perinatal","SD",2003,18,763729,2.4,290107933,2448007,8.44,0,"x<=1"
"8001","Perinatal","SD",2004,36,770396,4.7,292805298,2397325,8.19,1,"x<=1"
"8002","Perinatal","SD",2005,36,775493,4.6,295516599,2447782,8.28,1,"x<=1"
"8003","Perinatal","SD",2006,20,783033,2.6,298379912,2425990,8.13,0,"x<=1"
"8004","Perinatal","SD",2007,32,791623,4,301231207,2423460,8.05,0,"x<=1"
"8005","Perinatal","SD",2008,35,799124,4.4,304093966,2471723,8.13,1,"x<=1"
"8006","Perinatal","SD",2009,33,807067,4.1,306771529,2436924,7.94,1,"x<=1"
"8007","Perinatal","SD",2010,33,814180,4.1,308745538,2468186,7.99,1,"x<=1"
"8008","Perinatal","TN",1999,296,5638706,5.2,279040168,2391143,8.57,1,"x<=1"
"8009","Perinatal","TN",2000,369,5689283,6.5,281421906,2403035,8.54,1,"x<=1"
"8010","Perinatal","TN",2001,335,5750789,5.8,284968955,2416093,8.48,1,"x<=1"
"8011","Perinatal","TN",2002,341,5795918,5.9,287625193,2443141,8.49,1,"x<=1"
"8012","Perinatal","TN",2003,360,5847812,6.2,290107933,2448007,8.44,1,"x<=1"
"8013","Perinatal","TN",2004,333,5910809,5.6,292805298,2397325,8.19,1,"x<=1"
"8014","Perinatal","TN",2005,356,5991057,5.9,295516599,2447782,8.28,1,"x<=1"
"8015","Perinatal","TN",2006,373,6088766,6.1,298379912,2425990,8.13,1,"x<=1"
"8016","Perinatal","TN",2007,358,6175727,5.8,301231207,2423460,8.05,1,"x<=1"
"8017","Perinatal","TN",2008,314,6247411,5,304093966,2471723,8.13,1,"x<=1"
"8018","Perinatal","TN",2009,306,6306019,4.9,306771529,2436924,7.94,1,"x<=1"
"8019","Perinatal","TN",2010,254,6346105,4,308745538,2468186,7.99,1,"x<=1"
"8020","Perinatal","TX",1999,1011,20558220,4.9,279040168,2391143,8.57,1,"x<=1"
"8021","Perinatal","TX",2000,865,20851820,4.1,281421906,2403035,8.54,0,"x<=1"
"8022","Perinatal","TX",2001,966,21319622,4.5,284968955,2416093,8.48,1,"x<=1"
"8023","Perinatal","TX",2002,1045,21690325,4.8,287625193,2443141,8.49,1,"x<=1"
"8024","Perinatal","TX",2003,1195,22030931,5.4,290107933,2448007,8.44,1,"x<=1"
"8025","Perinatal","TX",2004,1138,22394023,5.1,292805298,2397325,8.19,1,"x<=1"
"8026","Perinatal","TX",2005,1174,22778123,5.2,295516599,2447782,8.28,1,"x<=1"
"8027","Perinatal","TX",2006,1164,23359580,5,298379912,2425990,8.13,1,"x<=1"
"8028","Perinatal","TX",2007,1137,23831983,4.8,301231207,2423460,8.05,1,"x<=1"
"8029","Perinatal","TX",2008,1155,24309039,4.8,304093966,2471723,8.13,1,"x<=1"
"8030","Perinatal","TX",2009,1087,24801761,4.4,306771529,2436924,7.94,1,"x<=1"
"8031","Perinatal","TX",2010,1122,25145561,4.5,308745538,2468186,7.99,1,"x<=1"
"8032","Perinatal","UT",1999,88,2203482,4,279040168,2391143,8.57,0,"x<=1"
"8033","Perinatal","UT",2000,97,2233169,4.3,281421906,2403035,8.54,1,"x<=1"
"8034","Perinatal","UT",2001,97,2283715,4.2,284968955,2416093,8.48,0,"x<=1"
"8035","Perinatal","UT",2002,124,2324815,5.3,287625193,2443141,8.49,1,"x<=1"
"8036","Perinatal","UT",2003,114,2360137,4.8,290107933,2448007,8.44,1,"x<=1"
"8037","Perinatal","UT",2004,121,2401580,5,292805298,2397325,8.19,1,"x<=1"
"8038","Perinatal","UT",2005,96,2457719,3.9,295516599,2447782,8.28,0,"x<=1"
"8039","Perinatal","UT",2006,126,2525507,5,298379912,2425990,8.13,1,"x<=1"
"8040","Perinatal","UT",2007,109,2597746,4.2,301231207,2423460,8.05,1,"x<=1"
"8041","Perinatal","UT",2008,121,2663029,4.5,304093966,2471723,8.13,1,"x<=1"
"8042","Perinatal","UT",2009,142,2723421,5.2,306771529,2436924,7.94,1,"x<=1"
"8043","Perinatal","UT",2010,111,2763885,4,308745538,2468186,7.99,1,"x<=1"
"8044","Perinatal","VT",1999,17,604683,2.8,279040168,2391143,8.57,0,"x<=1"
"8045","Perinatal","VT",2000,23,608827,3.8,281421906,2403035,8.54,0,"x<=1"
"8046","Perinatal","VT",2001,20,612223,3.3,284968955,2416093,8.48,0,"x<=1"
"8047","Perinatal","VT",2002,11,615442,1.8,287625193,2443141,8.49,0,"x<=1"
"8048","Perinatal","VT",2003,21,617858,3.4,290107933,2448007,8.44,0,"x<=1"
"8049","Perinatal","VT",2004,14,619920,2.3,292805298,2397325,8.19,0,"x<=1"
"8050","Perinatal","VT",2005,20,621215,3.2,295516599,2447782,8.28,0,"x<=1"
"8051","Perinatal","VT",2006,17,622892,2.7,298379912,2425990,8.13,0,"x<=1"
"8052","Perinatal","VT",2007,15,623481,2.4,301231207,2423460,8.05,0,"x<=1"
"8053","Perinatal","VT",2008,17,624151,2.7,304093966,2471723,8.13,0,"x<=1"
"8054","Perinatal","VT",2009,19,624817,3,306771529,2436924,7.94,0,"x<=1"
"8055","Perinatal","VT",2010,13,625741,2.1,308745538,2468186,7.99,0,"x<=1"
"8056","Perinatal","VA",1999,378,7000174,5.4,279040168,2391143,8.57,1,"x<=1"
"8057","Perinatal","VA",2000,372,7078515,5.3,281421906,2403035,8.54,1,"x<=1"
"8058","Perinatal","VA",2001,382,7198362,5.3,284968955,2416093,8.48,1,"x<=1"
"8059","Perinatal","VA",2002,394,7286873,5.4,287625193,2443141,8.49,1,"x<=1"
"8060","Perinatal","VA",2003,428,7366977,5.8,290107933,2448007,8.44,1,"x<=1"
"8061","Perinatal","VA",2004,396,7475575,5.3,292805298,2397325,8.19,1,"x<=1"
"8062","Perinatal","VA",2005,450,7577105,5.9,295516599,2447782,8.28,1,"x<=1"
"8063","Perinatal","VA",2006,415,7673725,5.4,298379912,2425990,8.13,1,"x<=1"
"8064","Perinatal","VA",2007,471,7751000,6.1,301231207,2423460,8.05,1,"x<=1"
"8065","Perinatal","VA",2008,383,7833496,4.9,304093966,2471723,8.13,1,"x<=1"
"8066","Perinatal","VA",2009,399,7925937,5,306771529,2436924,7.94,1,"x<=1"
"8067","Perinatal","VA",2010,354,8001024,4.4,308745538,2468186,7.99,1,"x<=1"
"8068","Perinatal","WA",1999,177,5842564,3,279040168,2391143,8.57,0,"x<=1"
"8069","Perinatal","WA",2000,173,5894121,2.9,281421906,2403035,8.54,0,"x<=1"
"8070","Perinatal","WA",2001,203,5985722,3.4,284968955,2416093,8.48,0,"x<=1"
"8071","Perinatal","WA",2002,209,6052349,3.5,287625193,2443141,8.49,0,"x<=1"
"8072","Perinatal","WA",2003,207,6104115,3.4,290107933,2448007,8.44,0,"x<=1"
"8073","Perinatal","WA",2004,191,6178645,3.1,292805298,2397325,8.19,0,"x<=1"
"8074","Perinatal","WA",2005,176,6257305,2.8,295516599,2447782,8.28,0,"x<=1"
"8075","Perinatal","WA",2006,190,6370753,3,298379912,2425990,8.13,0,"x<=1"
"8076","Perinatal","WA",2007,174,6461587,2.7,301231207,2423460,8.05,0,"x<=1"
"8077","Perinatal","WA",2008,229,6562231,3.5,304093966,2471723,8.13,0,"x<=1"
"8078","Perinatal","WA",2009,183,6667426,2.7,306771529,2436924,7.94,0,"x<=1"
"8079","Perinatal","WA",2010,168,6724540,2.5,308745538,2468186,7.99,0,"x<=1"
"8080","Perinatal","WV",1999,73,1811799,4,279040168,2391143,8.57,0,"x<=1"
"8081","Perinatal","WV",2000,73,1808344,4,281421906,2403035,8.54,0,"x<=1"
"8082","Perinatal","WV",2001,86,1801481,4.8,284968955,2416093,8.48,1,"x<=1"
"8083","Perinatal","WV",2002,92,1805414,5.1,287625193,2443141,8.49,1,"x<=1"
"8084","Perinatal","WV",2003,63,1812295,3.5,290107933,2448007,8.44,0,"x<=1"
"8085","Perinatal","WV",2004,78,1816438,4.3,292805298,2397325,8.19,1,"x<=1"
"8086","Perinatal","WV",2005,74,1820492,4.1,295516599,2447782,8.28,0,"x<=1"
"8087","Perinatal","WV",2006,59,1827912,3.2,298379912,2425990,8.13,0,"x<=1"
"8088","Perinatal","WV",2007,74,1834052,4,301231207,2423460,8.05,0,"x<=1"
"8089","Perinatal","WV",2008,66,1840310,3.6,304093966,2471723,8.13,0,"x<=1"
"8090","Perinatal","WV",2009,80,1847775,4.3,306771529,2436924,7.94,1,"x<=1"
"8091","Perinatal","WV",2010,63,1852994,3.4,308745538,2468186,7.99,0,"x<=1"
"8092","Perinatal","WI",1999,209,5332666,3.9,279040168,2391143,8.57,0,"x<=1"
"8093","Perinatal","WI",2000,224,5363675,4.2,281421906,2403035,8.54,0,"x<=1"
"8094","Perinatal","WI",2001,243,5406835,4.5,284968955,2416093,8.48,1,"x<=1"
"8095","Perinatal","WI",2002,237,5445162,4.4,287625193,2443141,8.49,1,"x<=1"
"8096","Perinatal","WI",2003,242,5479203,4.4,290107933,2448007,8.44,1,"x<=1"
"8097","Perinatal","WI",2004,222,5514026,4,292805298,2397325,8.19,0,"x<=1"
"8098","Perinatal","WI",2005,247,5546166,4.5,295516599,2447782,8.28,1,"x<=1"
"8099","Perinatal","WI",2006,237,5577655,4.2,298379912,2425990,8.13,1,"x<=1"
"8100","Perinatal","WI",2007,216,5610775,3.8,301231207,2423460,8.05,0,"x<=1"
"8101","Perinatal","WI",2008,242,5640996,4.3,304093966,2471723,8.13,1,"x<=1"
"8102","Perinatal","WI",2009,220,5669264,3.9,306771529,2436924,7.94,0,"x<=1"
"8103","Perinatal","WI",2010,192,5686986,3.4,308745538,2468186,7.99,0,"x<=1"
"8104","Perinatal","WY",1999,18,491780,3.7,279040168,2391143,8.57,0,"x<=1"
"8105","Perinatal","WY",2000,22,493782,4.5,281421906,2403035,8.54,1,"x<=1"
"8106","Perinatal","WY",2001,16,494657,3.2,284968955,2416093,8.48,0,"x<=1"
"8107","Perinatal","WY",2002,16,500017,3.2,287625193,2443141,8.49,0,"x<=1"
"8108","Perinatal","WY",2003,17,503453,3.4,290107933,2448007,8.44,0,"x<=1"
"8109","Perinatal","WY",2004,27,509106,5.3,292805298,2397325,8.19,1,"x<=1"
"8110","Perinatal","WY",2005,18,514157,3.5,295516599,2447782,8.28,0,"x<=1"
"8111","Perinatal","WY",2006,20,522667,3.8,298379912,2425990,8.13,0,"x<=1"
"8112","Perinatal","WY",2007,22,534876,4.1,301231207,2423460,8.05,1,"x<=1"
"8113","Perinatal","WY",2008,30,546043,5.5,304093966,2471723,8.13,1,"x<=1"
"8114","Perinatal","WY",2009,21,559851,3.8,306771529,2436924,7.94,0,"x<=1"
"8115","Perinatal","WY",2010,20,563626,3.5,308745538,2468186,7.99,0,"x<=1"
"8116","Congenital Abnormalities","AL",1999,180,4430141,4.1,279040168,2391143,8.57,0,"x<=1"
"8117","Congenital Abnormalities","AL",2000,174,4447100,3.9,281421906,2403035,8.54,0,"x<=1"
"8118","Congenital Abnormalities","AL",2001,175,4467634,3.9,284968955,2416093,8.48,0,"x<=1"
"8119","Congenital Abnormalities","AL",2002,168,4480089,3.7,287625193,2443141,8.49,0,"x<=1"
"8120","Congenital Abnormalities","AL",2003,167,4503491,3.7,290107933,2448007,8.44,0,"x<=1"
"8121","Congenital Abnormalities","AL",2004,183,4530729,4,292805298,2397325,8.19,0,"x<=1"
"8122","Congenital Abnormalities","AL",2005,177,4569805,3.9,295516599,2447782,8.28,0,"x<=1"
"8123","Congenital Abnormalities","AL",2006,170,4628981,3.7,298379912,2425990,8.13,0,"x<=1"
"8124","Congenital Abnormalities","AL",2007,187,4672840,4,301231207,2423460,8.05,0,"x<=1"
"8125","Congenital Abnormalities","AL",2008,172,4718206,3.6,304093966,2471723,8.13,0,"x<=1"
"8126","Congenital Abnormalities","AL",2009,153,4757938,3.2,306771529,2436924,7.94,0,"x<=1"
"8127","Congenital Abnormalities","AL",2010,158,4779736,3.3,308745538,2468186,7.99,0,"x<=1"
"8128","Congenital Abnormalities","AK",1999,26,624779,4.2,279040168,2391143,8.57,0,"x<=1"
"8129","Congenital Abnormalities","AK",2000,22,626932,3.5,281421906,2403035,8.54,0,"x<=1"
"8130","Congenital Abnormalities","AK",2001,25,633714,3.9,284968955,2416093,8.48,0,"x<=1"
"8131","Congenital Abnormalities","AK",2002,29,642337,4.5,287625193,2443141,8.49,1,"x<=1"
"8132","Congenital Abnormalities","AK",2003,17,648414,2.6,290107933,2448007,8.44,0,"x<=1"
"8133","Congenital Abnormalities","AK",2004,27,659286,4.1,292805298,2397325,8.19,1,"x<=1"
"8134","Congenital Abnormalities","AK",2005,29,666946,4.3,295516599,2447782,8.28,1,"x<=1"
"8135","Congenital Abnormalities","AK",2006,21,675302,3.1,298379912,2425990,8.13,0,"x<=1"
"8136","Congenital Abnormalities","AK",2007,26,680300,3.8,301231207,2423460,8.05,0,"x<=1"
"8137","Congenital Abnormalities","AK",2008,23,687455,3.3,304093966,2471723,8.13,0,"x<=1"
"8138","Congenital Abnormalities","AK",2009,20,698895,2.9,306771529,2436924,7.94,0,"x<=1"
